flow_time_s,q1_rad,q2_rad,q3_rad,j1_mx,j1_center_x_m,j1_axis_x,j1_my,j1_center_y_m,j1_axis_y,j1_mz,j1_center_z_m,j1_axis_z,j1_torque_nm,j2_mx,j2_center_x_m,j2_axis_x,j2_my,j2_center_y_m,j2_axis_y,j2_mz,j2_center_z_m,j2_axis_z,j2_torque_nm,j3_mx,j3_center_x_m,j3_axis_x,j3_my,j3_center_y_m,j3_axis_y,j3_mz,j3_center_z_m,j3_axis_z,j3_torque_nm,step_index,minimum_fluid_cell_volume_m3,step_elapsed_s
0.01,-3.2297540775558474e-05,-5.3829234625930794e-05,-5.9212158088523875e-05,0.1748323340915882,-0.745634,0.0,-7.607172295273733,1.155872,1.0,2.815951811316568,-1.14224,0.0,-7.607172295273733,0.3485137729158131,-0.7287793369765231,-0.9999999994784344,-4.978726124291519,1.206372,0.0,7.467773940030753,-1.172148350440898,-3.229754076994338e-05,-0.3487549634673292,-0.2334921940016089,-0.7303612362085832,0.9999999994784344,-1.218385988566323,1.008884918832442,0.0,-5.289609672475375,-1.229969989581136,3.229754076994338e-05,-0.23366303526388124,1,3.12421792645705e-14,9.577128171920776
0.02,-0.0001291821941673033,-0.00021530365694550553,-0.00023683402264005607,0.09950072958570817,-0.745634,0.0,-2.753360884035457,1.155872,1.0,1.269194217184119,-1.14224,0.0,-2.753360884035457,0.2608021166289068,-0.7287754621079824,-0.9999999916559804,-1.795159122324323,1.206372,0.0,3.033607214985173,-1.172146194051326,-0.00012918219380800373,-0.2611940024879524,-0.2103341849377148,-0.730350116687992,0.9999999916559804,-0.4277393640111269,1.008896984022952,0.0,-1.614781600582041,-1.230010700426946,0.00012918219380800373,-0.21054278421236622,2,3.124217926514894e-14,10.657883167266846
0.03,-0.00029063005533675764,-0.0004843834255612628,-0.0005328217681173891,0.1574198857806031,-0.745634,0.0,-1.424964227897143,1.155872,1.0,0.6526234063269479,-1.14224,0.0,-1.424964227897143,0.3269512814679385,-0.7287696515224682,-0.9999999577670857,-0.9644901804686413,1.206372,0.0,1.565475008894864,-1.172142959193906,-0.0002906300512453729,-0.32740624174189153,-0.2241951108102242,-0.7303334206614812,0.9999999577670857,-0.2479221835654229,1.008915095287195,0.0,-0.8519648651301613,-1.230071746572226,0.0002906300512453729,-0.22444270793422336,3,3.124217926190245e-14,10.065828800201416
