Split,CaseId,Joint,RMSE_Nm,MAE_Nm,MaxAbsError_Nm,NRMSE_TrainStd,R2,ReferenceAbsPeak_Nm,PredictedAbsPeak_Nm,AbsPeakError_Nm,AbsPeakError_percent
train,12,2,0.000599150108990095,0.000501071547107522,0.00198867880302461,0.00153135140402165,0.999995833359539,1.02121621554116,1.02076235935735,0.000453856183808554,0.0444427122191796
train,12,3,0.000749618557422875,0.000605106457123522,0.00154334934844569,0.0102036956740237,0.997153933195728,0.623851140034245,0.624177316098204,0.000326176063959016,0.0522842779354561
train,13,1,0.00198350162281383,0.00170515441023362,0.00480726283314459,0.00290919497935275,0.999984208104551,1.17228923045917,1.16971446038757,0.00257477007159146,0.219636076549382
train,13,2,0.00125850562174328,0.00100709107207652,0.00307388147359655,0.00321658015563771,0.99998621181511,0.836761824644529,0.839234530835432,0.00247270619090267,0.295508963013833
train,13,3,0.000746206105143176,0.000573834943893927,0.00238871284842612,0.0101572458840346,0.999595662612166,0.63983496742578,0.639810810356985,2.41570687951054e-05,0.00377551556650545
train,14,1,0.00208219600496656,0.0016644050106145,0.00427477283184652,0.00305394968877503,0.999988400225801,1.00768360681558,1.00791193098972,0.000228324174140981,0.0226583197937016
train,14,2,0.0017235558817419,0.00130567384532669,0.00553319423237508,0.00440518941716303,0.999954458893925,1.050307537195,1.04534004544244,0.00496749175255529,0.472955927348833
train,14,3,0.00110277614670852,0.000824034503637543,0.00292215591168465,0.0150108239532796,0.998736368070113,0.625081996736838,0.623091548300149,0.00199044843668872,0.318429973520211
validation,15,1,0.00478041366117159,0.00445988271653743,0.00825903662619587,0.0070114162057406,0.999966899393461,1.35015479072426,1.34695465153747,0.00320013918678796,0.237020170485143
validation,15,2,0.00192458698974936,0.0016592161233312,0.00501215777137942,0.00491899933704795,0.999956862586131,1.00898077623437,1.01092949109699,0.00194871486262005,0.193136966384323
validation,15,3,0.000927316181810948,0.000768077027732898,0.0022835771109696,0.0126224891567869,0.999668531299931,0.619917961552977,0.617634384442007,0.0022835771109696,0.368367631298977
train,16,1,0.0023330212592836,0.00196804309205172,0.00466006004228672,0.00342183422295497,0.999987507054559,1.18233535710065,1.18060067592257,0.00173468117807496,0.146716510477094
train,16,2,0.00110532643885399,0.000885737595744671,0.0031515437984575,0.00282507366458528,0.999993653831851,1.09482040919825,1.09364896891358,0.0011714402846692,0.106998396707553
train,16,3,0.000843798024619687,0.000688971845970237,0.00201110638904156,0.0114856524939318,0.999381691541677,0.638456568758863,0.637514366339675,0.000942202419187521,0.147575021589821
train,17,1,0.00210885931290703,0.00183230240761741,0.00396340851411059,0.00309305667043876,0.999986512636573,0.918686465772036,0.918142935140803,0.000543530631233136,0.0591638879513011
train,17,2,0.000635480978795508,0.000480235697754963,0.00158392827321252,0.00162420848215792,0.999988094376621,0.903172497023067,0.902792222365408,0.00038027465765933,0.0421043221436378
train,17,3,0.000417665955524783,0.000282529609677952,0.0014519040048242,0.00568520651119774,0.999886998471251,0.633648197904054,0.634742780798097,0.00109458289404274,0.172742998033189
train,18,1,0.00318724330817872,0.00258531636526573,0.00947293305118638,0.00467471875166671,0.999972671592218,1.36369034474349,1.36085178328999,0.00283856145349515,0.208152933284065
train,18,2,0.00128053468395755,0.000817535158093368,0.00640730201775874,0.00327288363425674,0.999993103572857,0.993857461849483,0.99404508819973,0.000187626350247383,0.0188785975302964
