flow_time_s,q1_rad,q2_rad,q3_rad,j1_mx,j1_center_x_m,j1_axis_x,j1_my,j1_center_y_m,j1_axis_y,j1_mz,j1_center_z_m,j1_axis_z,j1_torque_nm,j2_mx,j2_center_x_m,j2_axis_x,j2_my,j2_center_y_m,j2_axis_y,j2_mz,j2_center_z_m,j2_axis_z,j2_torque_nm,j3_mx,j3_center_x_m,j3_axis_x,j3_my,j3_center_y_m,j3_axis_y,j3_mz,j3_center_z_m,j3_axis_z,j3_torque_nm,step_index,minimum_fluid_cell_volume_m3,step_elapsed_s
0.01,-3.2297540775558474e-05,-5.3829234625930794e-05,-5.9212158088523875e-05,5.167533871765828,-0.745634,0.0,-9.958464250438508,1.155872,1.0,3.963020300080928,-1.14224,0.0,-9.958464250438508,9.371694459141754,-0.7284547513181449,-0.9999999994784344,-8.150424092092251,1.206372,0.0,9.582670323386065,-1.171967071227506,-3.229754076994338e-05,-9.372003950939256,-5.200834355384741,-0.7294184134909891,0.9999999994784344,-2.441165059890561,1.009905465232938,0.0,-6.426937264423156,-1.233379100544846,3.229754076994338e-05,-5.201041926940488,1,3.124217918591766e-14,11.608489751815796
0.02,-0.0001291821941673033,-0.00021530365694550553,-0.00023683402264005607,0.768009647230695,-0.745634,0.0,-2.696585676440844,1.155872,1.0,1.160531105203392,-1.14224,0.0,-2.696585676440844,1.748062462106624,-0.7284508764496042,-0.9999999916559804,-2.104458366678246,1.206372,0.0,2.721490349629961,-1.171964914837934,-0.00012918219380800373,-1.7484140156145491,0.299889328683017,-0.7294072939703979,0.9999999916559804,-0.4009741929411985,1.009917530423448,0.0,-1.529525651975222,-1.233419811390656,0.00012918219380800373,0.29969173870152677,2,3.124217918458083e-14,11.430498361587524
0.03,-0.00029063005533675764,-0.0004843834255612628,-0.0005328217681173891,-1.350608979779937,-0.745634,0.0,-2.438674396838882,1.155872,1.0,0.8675263550196323,-1.14224,0.0,-2.438674396838882,-2.125946223207383,-0.72844506586409,-0.9999999577670857,-1.384715518619976,1.206372,0.0,2.181807173034854,-1.171961679980514,-0.0002906300512453729,2.125312034691972,1.332016076420391,-0.7293905979438872,0.9999999577670857,-0.1748316829396244,1.009935641687691,0.0,-1.493146083656879,-1.233480857535936,0.0002906300512453729,1.3315820670426604,3,3.124217918201734e-14,10.719136714935303
0.04,-0.0005166012894399712,-0.0008610021490666188,-0.0009471023639732807,-7.474689445380213,-0.745634,0.0,-2.293113674747873,1.155872,1.0,0.9457508084458837,-1.14224,0.0,-2.293113674747873,-10.75588282985076,-0.7284373216216459,-0.9999998665615568,-0.9245403746451699,1.206372,0.0,1.302089359623637,-1.171957366328875,-0.0005166012664618138,10.755208733590273,0.3488911553051556,-0.7293683053499002,0.9999998665615568,-0.2798362732673324,1.009959815174166,0.0,-1.397786172601418,-1.233562214825109,0.0005166012664618138,0.34816901064265426,4,3.124217918556474e-14,10.856813669204712
0.05,-0.0008070401414561884,-0.0013450669024269808,-0.0014795735926696788,-72.07118935882485,-0.745634,0.0,-4.620278380859008,1.155872,1.0,0.9939107289543457,-1.14224,0.0,-4.620278380859008,-100.4476012013069,-0.7284276464678081,-0.9999996743431228,2.548992156290585,1.206372,0.0,-3.644597723874572,-1.171951973450019,-0.0008070400538501291,100.4505098261981,-0.2725849521246593,-0.7293403894949884,0.9999996743431228,-0.266995715702792,1.009990072371449,0.0,-1.244393479235977,-1.233663851038393,0.0008070400538501291,-0.27358913873598834,5,3.12421791888979e-14,11.49513292312622
0.06,-0.001161874949944612,-0.0019364582499076868,-0.0021301040748984558,-197.1284666383876,-0.745634,0.0,7.972684383519006,1.155872,1.0,-2.725653050958851,-1.14224,0.0,7.972684383519006,-235.9153641580849,-0.7284160438325863,-0.9999993250233763,13.09357658066538,1.206372,0.0,-18.94279273033699,-1.171945500806181,-0.0011618746885317898,235.93721407213243,-0.2706379570552946,-0.7293068171011522,0.9999993250233763,-0.04998517415166497,1.010026440071597,0.0,-0.8325544493298717,-1.233785725881366,0.0011618746885317898,-0.27160509832250096,6,3.124217919175249e-14,8.40310025215149
0.07,-0.0015810181647257456,-0.0026350302745429097,-0.0028985333019972007,-535.2498976006957,-0.745634,0.0,83.91272994686004,1.155872,1.0,32.36339144950264,-1.14224,0.0,83.91272994686004,-455.4284832976188,-0.728402517829188,-0.9999987501910418,31.94324138203035,1.206372,0.0,-25.31991471412243,-1.171937947757132,-0.0015810175060688022,455.46794532743576,0.5424410744755981,-0.7292675483649499,0.9999987501910418,1.139779311746134,1.010068950324484,0.0,2.094423749289258,-1.233927790972107,0.0015810175060688022,0.5457517171406364,7,3.124217919160856e-14,12.580119132995605
0.08,-0.0020643663684831296,-0.0034406106141385497,-0.0037846716755524047,-979.225056074507,-0.745634,0.0,427.1279401410909,1.155872,1.0,632.6794779493846,-1.14224,0.0,427.1279401410909,-384.8166261368396,-0.7283870732524862,-0.999997869196505,-43.10035324081113,1.206372,0.0,62.85723660959788,-1.171929313562957,-0.002064364902229897,384.6860458951197,-79.44589500989767,-0.7292225370283296,0.999997869196505,-14.19129870298287,1.010117640383099,0.0,1.147242054085573,-1.234089989826043,0.002064364902229897,-79.4433574000761,8,3.124217919607727e-14,12.282331943511963
