flow_time_s,q1_rad,q2_rad,q3_rad,j1_mx,j1_center_x_m,j1_axis_x,j1_my,j1_center_y_m,j1_axis_y,j1_mz,j1_center_z_m,j1_axis_z,j1_torque_nm,j2_mx,j2_center_x_m,j2_axis_x,j2_my,j2_center_y_m,j2_axis_y,j2_mz,j2_center_z_m,j2_axis_z,j2_torque_nm,j3_mx,j3_center_x_m,j3_axis_x,j3_my,j3_center_y_m,j3_axis_y,j3_mz,j3_center_z_m,j3_axis_z,j3_torque_nm,step_index,minimum_fluid_cell_volume_m3,step_elapsed_s
0.01,-3.2297540775558474e-05,-5.3829234625930794e-05,-5.9212158088523875e-05,1.571114818919456,-0.745634,0.0,-5.090976418508664,1.155872,1.0,1.841392210513395,-1.14224,0.0,-5.090976418508664,2.752801913329721,-0.728546872339814,-0.9999999994784344,-3.810633355598505,1.206372,0.0,4.765948785180962,-1.172018962699439,-3.229754076994338e-05,-2.752955840319151,-1.71178963813024,-0.7296937970905581,0.9999999994784344,-1.099823170145562,1.009609045882035,0.0,-3.488802137551136,-1.232412318344104,3.229754076994338e-05,-1.7119023169667054,1,3.124217925081824e-14,9.182637691497803
0.02,-0.0001291821941673033,-0.00021530365694550553,-0.00023683402264005607,0.8849572562146355,-0.745634,0.0,-1.8061572032689,1.155872,1.0,0.8345468778834252,-1.14224,0.0,-1.8061572032689,1.735172962836506,-0.7285429974712733,-0.9999999916559804,-1.474068684508911,1.206372,0.0,1.905148159281785,-1.172016806309867,-0.00012918219380800373,-1.735419059576934,-0.7957275301064306,-0.729682677569967,0.9999999916559804,-0.4041393644600043,1.009621111072546,0.0,-0.9941998047201472,-1.232453029189915,0.00012918219380800373,-0.7958559563787218,2,3.124217924391811e-14,10.763283491134644
0.03,-0.00029063005533675764,-0.0004843834255612628,-0.0005328217681173891,-0.03107601722084311,-0.745634,0.0,-1.071621130387837,1.155872,1.0,0.477513693062494,-1.14224,0.0,-1.071621130387837,-0.04685787067320493,-0.7285371868857591,-0.9999999577670857,-0.6825497268364766,1.206372,0.0,1.13155992953561,-1.172013571452447,-0.0002906300512453729,0.046529003373952355,0.5284504962987038,-0.7296659815434562,0.9999999577670857,-0.09257055772892406,1.009639222336789,0.0,-0.5897495002597788,-1.232514075335194,0.0002906300512453729,0.5282790750532168,3,3.124217924841867e-14,8.786533117294312
