Split,CaseId,Joint,RMSE_Nm,MAE_Nm,MaxAbsError_Nm,NRMSE_TrainStd,R2,ReferenceAbsPeak_Nm,PredictedAbsPeak_Nm,AbsPeakError_Nm,AbsPeakError_percent
test,0,1,0.00648399740448914,0.00423135477888394,0.0536996953630967,0.00951005659804622,0.99990327734828,1.65457594841987,1.63348896102192,0.0210869873979447,1.27446476047732
test,0,2,0.00557989107823599,0.0034457791930812,0.0346004605002713,0.0142614912502433,0.999780780196857,1.21930986188538,1.22802938351094,0.00871952162556311,0.715119421086318
test,0,3,0.00225725953149718,0.00144522011631442,0.0178310866956857,0.0307254790968221,0.999033391785503,0.679981100585322,0.680051027113308,6.99265279863193e-05,0.0102835987538664
