Split,CaseId,Joint,RMSE_Nm,MAE_Nm,MaxAbsError_Nm,NRMSE_TrainStd,R2,ReferenceAbsPeak_Nm,PredictedAbsPeak_Nm,AbsPeakError_Nm,AbsPeakError_percent
test,26,1,0.00821387585306439,0.00581973888048219,0.019696864005755,0.0120472633437339,0.999682388760069,0.73433365285842,0.729004562668221,0.005329090190199,0.725704204002544
test,26,2,0.00428548911264832,0.0033862797854149,0.0100852537782135,0.0109531646095086,0.999932259715334,1.21930986188538,1.22802938351094,0.00871952162556311,0.715119421086318
test,26,3,0.00362002272093972,0.00252569005181967,0.00768417510443253,0.0492752077863551,0.99902640098419,0.641716018266968,0.635772028963033,0.00594398930393547,0.92626475492819
test,27,1,0.00995866700137508,0.00751735131229676,0.0255026954633276,0.0146063424946164,0.999676877071446,1.02830879121796,1.03854993116995,0.0102411399519888,0.995920684472504
test,27,2,0.0178898289905003,0.0145186191738946,0.0346004605002713,0.0457241254424321,0.997873918970804,1.03618742714509,1.06164027847179,0.0254528513267036,2.45639453441658
test,27,3,0.0042850956797329,0.00370705865813537,0.00827278070482479,0.0583280814183508,0.998468933194292,0.659090745189329,0.664772622122857,0.00568187693352762,0.862078093949787
test,28,1,0.00675148814296508,0.00574430802084813,0.0116913726830644,0.00990238434028099,0.999915319108953,1.37779013813161,1.37335506016497,0.00443507796664488,0.321897932341074
test,28,2,0.00545592261915308,0.00450811416820417,0.0118649780871941,0.0139446436505809,0.999635314485173,0.553098051261607,0.560052263020328,0.00695421175872035,1.25731988078025
test,28,3,0.00118871338483653,0.000972221248096732,0.00232225974482514,0.0161805887839942,0.999467047725871,0.679981100585322,0.680051027113308,6.99265279863193e-05,0.0102835987538664
test,29,1,0.00324066085729977,0.00269785445640603,0.00674254216495956,0.00475306608646336,0.999965601435488,0.883809224038972,0.884581463350911,0.000772239311939149,0.087376244888014
test,29,2,0.00351459193834459,0.00321325540304732,0.00552067994973171,0.00898284957073445,0.99982894272869,1.00158651843605,0.999139984886527,0.00244653354952407,0.244265822721362
test,29,3,0.00122122058385318,0.00105027682165213,0.00270794548357828,0.0166230719145095,0.99981394577021,0.620590276513257,0.620913650160643,0.000323373647386549,0.0521074305584356
test,30,1,0.00291866926404165,0.00195190878152367,0.00807774358903357,0.0042808021287604,0.999979218463435,1.00698922524307,1.00903930295144,0.00205007770837007,0.203584870322244
test,30,2,0.00270126245938541,0.00211346023365974,0.00651887784330418,0.00690408296308799,0.999905093091404,0.944199645459449,0.94216899796297,0.00203064749647863,0.215065479662462
test,30,3,0.00118049815996605,0.00085740461076814,0.00319189222290628,0.016068764371909,0.99979133403895,0.613203183690075,0.613667527155581,0.000464343465505723,0.0757242424462707
test,31,1,0.00389087393993444,0.00295315365442936,0.0101651957244249,0.00570673136898872,0.99996237695846,1.01263330670433,1.01528329420261,0.00264998749827305,0.261692705614985
test,31,2,0.00222750585940854,0.00192290046427239,0.00418477399133034,0.0056932214049353,0.999956942981355,0.947925286472776,0.946950026406562,0.000975260066214179,0.10288364284944
test,31,3,0.00129420244561447,0.00102349443557869,0.00325250191493787,0.0176164901000145,0.999574525129543,0.635978743498167,0.637983541164236,0.00200479766606865,0.315230294497166
test,32,1,0.00467098490783166,0.00387986234080425,0.00929614724326189,0.00685091743117356,0.999938864569938,0.929813634234939,0.925207949429591,0.00460568480534818,0.495334186956484
test,32,2,0.00267844589754594,0.00214429244892023,0.00589687214432744,0.00684576673567929,0.999960667750066,1.09887934264357,1.10209253967043,0.00321319702685563,0.292406718568906
